hs_contact_id,email,account_name_freetext,lifecycle_stage_hs,hs_lead_score,lead_source_hs,segment_raw_hs,country,created_at,is_internal,_synced_at
HS-005529,kennedymichele5529@example.com,Davis Ltd,lead,8,Content,smb,United States,2025-12-15 13:43:20,false,2026-04-01 06:30:00
HS-005530,huntscott5530@example.com,Moore and Sons,lead,23,inbound,MM,United States,2026-02-11 12:41:08,false,2026-04-01 06:30:00
HS-005531,hufftroy5531@example.com,Pollard and Sons,lead,30,Cold Outreach,Mid Market,Germany,2025-11-09 11:53:23,false,2026-04-01 06:30:00
HS-005532,geraldterry5532@example.com,"Nguyen, Hill and Douglas",lead,37,Event,SmallBiz,Canada,2025-11-25 05:32:30,false,2026-04-01 06:30:00
HS-005533,khanjustin5533@example.com,Jones PLC,marketingqualifiedlead,87,Content,Mid Market,Canada,2025-08-27 00:48:47,false,2026-04-01 06:30:00
HS-005534,seanadams5534@example.com,Conner-Yu,marketingqualifiedlead,58,Inbound,Small Business,United Kingdom,2025-10-31 00:56:40,false,2026-04-01 06:30:00
HS-005535,christian725535@example.com,Nelson-Cruz,marketingqualifiedlead,44,Content Download,ENT,Germany,2026-03-09 15:34:20,false,2026-04-01 06:30:00
HS-005536,josephpatterson5536@example.com,"Newton, Ortiz and King",lead,33,Referral,SMB,Australia,2025-12-22 04:30:55,false,2026-04-01 06:30:00
HS-005537,laura865537@example.com,"Alvarez, Williams and Jones",marketingqualifiedlead,42,Event,SMB,Germany,2025-10-07 22:24:24,false,2026-04-01 06:30:00
HS-005538,shane025538@example.com,"Brennan, Wallace and Benson",marketingqualifiedlead,88,Event,Small Business,Australia,2025-11-19 18:22:19,false,2026-04-01 06:30:00
HS-005539,morgan855539@example.com,Hernandez-Vaughn,lead,11,IB,SmallBiz,Germany,2026-02-17 09:05:27,false,2026-04-01 06:30:00
HS-005540,nicholasjuarez5540@example.com,Morgan-Schwartz,marketingqualifiedlead,46,Paid Ads,smb,United States,2025-09-05 17:03:44,false,2026-04-01 06:30:00
HS-005541,chansen5541@example.com,Donovan-Harris,marketingqualifiedlead,65,IB,Small Business,Germany,2026-01-16 13:49:28,false,2026-04-01 06:30:00
HS-005542,haley235542@example.com,"Kirby, Wheeler and Romero",lead,21,Referral,Mid Market,Australia,2026-02-03 22:03:53,false,2026-04-01 06:30:00
HS-005543,rgross5543@example.com,Wells-Hernandez,lead,22,IB,SmallBiz,Australia,2025-10-15 06:20:12,false,2026-04-01 06:30:00
HS-005544,delgadotiffany5544@example.com,Miller-Orr,lead,27,Referral,enterprise,United Kingdom,2025-09-10 00:23:16,false,2026-04-01 06:30:00
HS-005545,larsonjeremy5545@example.com,Mccarthy Inc,lead,26,Event,SMB,United States,2026-02-28 22:37:16,false,2026-04-01 06:30:00
HS-005546,connie575546@example.com,Williams-Hughes,lead,27,PPC,SMB,United Kingdom,2025-09-25 09:56:11,false,2026-04-01 06:30:00
HS-005547,greg645547@example.com,"Greer, Potter and Evans",marketingqualifiedlead,81,inbound,MM,United States,2025-11-28 18:02:22,false,2026-04-01 06:30:00
HS-005548,manuellawrence5548@example.com,Davis Inc,lead,36,outbound,SMB,Canada,2026-01-15 03:18:55,false,2026-04-01 06:30:00
HS-005549,conleyantonio5549@example.com,"Williams, Mccoy and Cook",marketingqualifiedlead,45,Cold Outreach,smb,Canada,2026-01-01 13:37:53,false,2026-04-01 06:30:00
HS-005550,thomasjones5550@example.com,Gibbs-Bradley,marketingqualifiedlead,88,inbound,SmallBiz,Canada,2026-02-19 07:05:50,false,2026-04-01 06:30:00
HS-005551,fwilliams5551@example.com,Rivera Inc,lead,31,Inbound,smb,United Kingdom,2025-12-31 08:01:57,false,2026-04-01 06:30:00
HS-005552,smclaughlin5552@example.com,Sheppard LLC,lead,23,Outbound,Small Business,Canada,2026-01-22 20:49:04,false,2026-04-01 06:30:00
HS-005553,stanleyblanchard5553@example.com,"Cook, Wells and Bryant",marketingqualifiedlead,77,IB,Mid-Market,United States,2025-12-06 05:18:42,false,2026-04-01 06:30:00
HS-005554,joshua705554@example.com,Martin Group,marketingqualifiedlead,74,Paid,Small Business,United States,2025-11-12 17:02:07,false,2026-04-01 06:30:00
HS-005555,fluna5555@example.com,Taylor and Sons,marketingqualifiedlead,84,Outbound,SmallBiz,Australia,2025-10-27 14:37:04,false,2026-04-01 06:30:00
HS-005556,wbridges5556@example.com,Jones Inc,lead,22,Paid Ads,SMB,United Kingdom,2026-03-12 23:03:22,false,2026-04-01 06:30:00
HS-005557,ascott5557@example.com,"Morgan, Sherman and Williams",marketingqualifiedlead,52,Trade Show,Mid-Market,United States,2025-10-07 23:47:07,false,2026-04-01 06:30:00
HS-005558,yanderson5558@example.com,Garcia-Lozano,lead,26,PPC,enterprise,United Kingdom,2025-09-15 05:11:03,false,2026-04-01 06:30:00
HS-005559,richardmiddleton5559@arcline.com,Parker Ltd,marketingqualifiedlead,65,Content Download,SmallBiz,United Kingdom,2025-12-01 23:18:49,true,2026-04-01 06:30:00
HS-005560,richardsonkenneth5560@example.com,Underwood-Foster,marketingqualifiedlead,46,Trade Show,SMB,United States,2025-10-20 21:46:52,false,2026-04-01 06:30:00
HS-005561,stonelisa5561@example.com,Parks-Pace,lead,30,Word of Mouth,SmallBiz,Australia,2025-09-10 14:54:41,false,2026-04-01 06:30:00
HS-005562,maysedward5562@example.com,"Wilson, Pena and Rich",marketingqualifiedlead,66,Cold Outreach,Mid-Market,Germany,2026-01-01 12:34:25,false,2026-04-01 06:30:00
HS-005563,kmiddleton5563@example.com,Brown Group,marketingqualifiedlead,85,Inbound,Mid Market,United States,2025-12-31 01:38:38,false,2026-04-01 06:30:00
HS-005564,smithzachary5564@example.com,Nolan and Sons,lead,31,Cold Outreach,smb,United States,2026-03-21 13:47:34,false,2026-04-01 06:30:00
HS-005565,blake785565@example.com,Walsh LLC,lead,12,Content Download,smb,Canada,2025-12-13 02:17:04,false,2026-04-01 06:30:00
HS-005566,psmith5566@example.com,Wright PLC,lead,5,Cold Outreach,MidMarket,United States,2025-11-13 18:13:50,false,2026-04-01 06:30:00
HS-005567,robert605567@example.com,Hickman Ltd,marketingqualifiedlead,80,Content,smb,Canada,2025-10-25 11:14:13,false,2026-04-01 06:30:00
HS-005568,rachel335568@example.com,Faulkner-Casey,marketingqualifiedlead,67,Cold Outreach,Small Business,Australia,2025-10-03 17:50:55,false,2026-04-01 06:30:00
HS-005569,badams5569@example.com,Cook-Oliver,lead,36,Content,SMB,Germany,2025-09-30 01:00:21,false,2026-04-01 06:30:00
HS-005570,jasonsanders5570@example.com,Robinson-Brock,lead,22,Outbound,Mid Market,Germany,2025-10-17 08:06:06,false,2026-04-01 06:30:00
HS-005571,bwade5571@example.com,Allen Inc,lead,36,Inbound,SmallBiz,Canada,2025-11-08 03:02:20,false,2026-04-01 06:30:00
HS-005572,yruiz5572@example.com,Torres-Pope,marketingqualifiedlead,78,Trade Show,Mid Market,Germany,2025-11-06 11:41:24,false,2026-04-01 06:30:00
HS-005573,kelleyderek5573@example.com,"Marshall, Dominguez and Welch",lead,38,Content Download,SmallBiz,United Kingdom,2025-11-05 20:14:47,false,2026-04-01 06:30:00
HS-005574,robertbarron5574@example.com,"Greer, Potter and Evans",lead,5,outbound,Mid Market,United States,2026-02-28 02:27:23,false,2026-04-01 06:30:00
HS-005575,ppruitt5575@example.com,Sandoval-Cunningham,marketingqualifiedlead,54,Content Download,smb,Canada,2025-11-24 20:30:30,false,2026-04-01 06:30:00
HS-005576,kimberly905576@example.com,"Adams, Christian and Rivas",lead,12,Inbound,Enterprise,United Kingdom,2025-10-20 07:35:13,false,2026-04-01 06:30:00
HS-005577,gromero5577@example.com,Anthony-Parker,marketingqualifiedlead,79,Partner,SmallBiz,Australia,2025-10-05 22:22:04,false,2026-04-01 06:30:00
HS-005578,gmurphy5578@example.com,"Simmons, Meadows and Griffin",lead,9,inbound,MidMarket,Australia,2025-12-24 10:49:36,false,2026-04-01 06:30:00
HS-005579,erica065579@example.com,Morgan-Schwartz,marketingqualifiedlead,63,Cold Outreach,Small Business,United States,2025-08-30 06:04:43,false,2026-04-01 06:30:00
HS-005580,kwalton5580@example.com,"Marks, Cook and Aguilar",marketingqualifiedlead,88,Outbound,Small Business,United States,2026-02-03 06:01:31,false,2026-04-01 06:30:00
HS-005581,rharris5581@example.com,"Ochoa, Taylor and Brady",lead,10,Outbound,Mid-Market,United Kingdom,2025-12-03 09:06:33,false,2026-04-01 06:30:00
HS-005582,heathersteele5582@example.com,"Woods, Calhoun and Schmidt",marketingqualifiedlead,71,Paid,MM,Australia,2025-09-18 09:50:00,false,2026-04-01 06:30:00
HS-005583,barcher5583@example.com,Torres-Pope,lead,35,Partner,MM,Germany,2025-11-10 03:36:54,false,2026-04-01 06:30:00
HS-005584,lauren505584@example.com,Gibson-Freeman,marketingqualifiedlead,65,Paid Ads,enterprise,Germany,2025-11-20 12:07:12,false,2026-04-01 06:30:00
HS-005585,ashley215585@example.com,"Le, Lewis and Hayes",lead,6,inbound,Small Business,Australia,2026-01-03 17:10:52,false,2026-04-01 06:30:00
HS-005586,pbrown5586@example.com,Collier-Gillespie,lead,27,Outbound,Enterprise,Australia,2025-09-02 17:31:20,false,2026-04-01 06:30:00
HS-005587,whubbard5587@example.com,"Tapia, Vaughn and Lee",lead,17,Content Download,Small Business,Canada,2025-10-05 08:47:21,false,2026-04-01 06:30:00
HS-005588,gardnerrichard5588@example.com,Holmes-Mcintyre,lead,34,IB,MM,United States,2025-10-24 21:29:35,false,2026-04-01 06:30:00
HS-005589,zjohnson5589@example.com,Davis PLC,marketingqualifiedlead,69,inbound,Mid-Market,United States,2025-10-11 23:10:58,false,2026-04-01 06:30:00
HS-005590,jacobbrown5590@example.com,Navarro-Munoz,marketingqualifiedlead,82,Outbound,smb,Germany,2025-12-10 14:15:56,false,2026-04-01 06:30:00
HS-005591,moralesfrancisco5591@example.com,Bell-Lane,lead,11,outbound,Enterprise,Germany,2025-11-06 10:52:47,false,2026-04-01 06:30:00
HS-005592,wellssherry5592@example.com,Harvey-Allen,lead,30,Channel,MidMarket,Canada,2025-10-20 14:36:30,false,2026-04-01 06:30:00
HS-005593,katiehicks5593@example.com,Warner-Phillips,marketingqualifiedlead,51,IB,MidMarket,Australia,2025-10-07 14:32:55,false,2026-04-01 06:30:00
HS-005594,chambersashley5594@example.com,"Higgins, Strickland and Martin",lead,37,Cold Outreach,SmallBiz,Australia,2025-12-27 03:55:54,false,2026-04-01 06:30:00
HS-005595,tracyhoffman5595@example.com,Morse PLC,lead,33,Inbound,smb,Australia,2025-10-13 04:06:28,false,2026-04-01 06:30:00
HS-005596,xpark5596@example.com,Andersen Group,marketingqualifiedlead,42,IB,smb,Germany,2025-10-20 23:05:19,false,2026-04-01 06:30:00
HS-005597,kendrahall5597@example.com,"Weber, Wheeler and Gonzalez",marketingqualifiedlead,78,Cold Outreach,MidMarket,Australia,2025-11-20 22:12:00,false,2026-04-01 06:30:00
HS-005598,ellisrobin5598@example.com,Best-Townsend,marketingqualifiedlead,67,Outbound,ENT,Australia,2025-11-02 06:23:00,false,2026-04-01 06:30:00
HS-005599,fergusonlynn5599@example.com,Owens-Russell,lead,32,outbound,smb,Germany,2025-12-30 12:00:41,false,2026-04-01 06:30:00
HS-005600,cheryl265600@example.com,Monroe-Carpenter,marketingqualifiedlead,54,Cold Outreach,Mid Market,United Kingdom,2025-11-05 06:51:50,false,2026-04-01 06:30:00
HS-005601,eric395601@example.com,Mendez and Sons,lead,25,Event,Mid Market,Germany,2026-01-17 21:46:49,false,2026-04-01 06:30:00
HS-005602,teresamiller5602@example.com,Harrison-Alexander,lead,31,IB,SmallBiz,United Kingdom,2025-09-22 01:19:12,false,2026-04-01 06:30:00
HS-005603,susanturner5603@example.com,"Edwards, Baker and Anderson",marketingqualifiedlead,48,inbound,enterprise,United States,2026-02-02 02:23:46,false,2026-04-01 06:30:00
HS-005604,rodriguezmichael5604@example.com,"Shields, Cochran and Adams",lead,8,Inbound,Small Business,Australia,2025-09-28 16:50:14,false,2026-04-01 06:30:00
HS-005605,ycole5605@example.com,"Duran, Obrien and Gibbs",lead,10,Paid Ads,SMB,Canada,2026-01-18 21:39:02,false,2026-04-01 06:30:00
HS-005606,bryanmorgan5606@example.com,Nelson-Johnson,lead,36,outbound,SmallBiz,United States,2026-01-24 16:37:21,false,2026-04-01 06:30:00
HS-005607,xlee5607@example.com,Hernandez Ltd,lead,20,Channel,ENT,Germany,2026-02-16 08:18:50,false,2026-04-01 06:30:00
HS-005608,wendy825608@example.com,"Durham, Hopkins and Smith",marketingqualifiedlead,55,Inbound,Small Business,United Kingdom,2025-09-06 20:06:49,false,2026-04-01 06:30:00
HS-005609,jesse845609@example.com,"Fernandez, Kim and George",lead,12,inbound,Small Business,Canada,2026-01-17 02:16:44,false,2026-04-01 06:30:00
HS-005610,lisaterry5610@example.com,"Ramsey, Whitney and Coffey",marketingqualifiedlead,77,Cold Outreach,Small Business,Australia,2025-12-07 10:29:52,false,2026-04-01 06:30:00
HS-005611,owensamber5611@example.com,Flowers LLC,lead,31,Event,smb,Australia,2025-12-27 23:22:13,false,2026-04-01 06:30:00
HS-005612,aruiz5612@example.com,"Lee, Horton and Snyder",marketingqualifiedlead,73,IB,Strategic,Germany,2025-09-04 13:36:59,false,2026-04-01 06:30:00
HS-005613,pwalters5613@example.com,Hancock Inc,marketingqualifiedlead,54,Outbound,SmallBiz,United States,2025-11-01 17:23:36,false,2026-04-01 06:30:00
HS-005614,elizabeth155614@example.com,Davis Ltd,lead,20,Content,smb,United States,2025-11-22 12:41:40,false,2026-04-01 06:30:00
HS-005615,garciadebra5615@example.com,"Griffith, Mitchell and Pugh",marketingqualifiedlead,81,Event,smb,Australia,2025-10-15 14:58:28,false,2026-04-01 06:30:00
HS-005616,nicole925616@example.com,Burns-Ray,lead,24,Content Download,MM,United Kingdom,2025-12-24 22:21:50,false,2026-04-01 06:30:00
HS-005617,murphyjames5617@example.com,"Moore, Price and Ward",lead,31,outbound,Mid Market,Canada,2026-01-21 16:04:19,false,2026-04-01 06:30:00
HS-005618,hhampton5618@example.com,May-Turner,lead,34,IB,SmallBiz,Germany,2025-11-13 15:26:17,false,2026-04-01 06:30:00
HS-005618D,hhampton5618@example.com,May-Turner,lead,34,IB,SmallBiz,Germany,2025-11-13 15:26:17,false,2026-04-01 06:30:00
HS-005619,mbrown5619@example.com,Morrison-Short,marketingqualifiedlead,87,Cold Outreach,MidMarket,Germany,2026-01-26 11:59:03,false,2026-04-01 06:30:00
HS-005620,robertevans5620@example.com,Morrison Ltd,lead,37,outbound,Small Business,United States,2026-01-26 12:24:57,false,2026-04-01 06:30:00
HS-005621,nhobbs5621@example.com,"Wallace, Smith and Cooper",lead,33,Partner,SMB,United States,2026-02-11 20:54:46,false,2026-04-01 06:30:00
HS-005622,palmeramber5622@example.com,"Whitney, Gould and Jones",lead,24,inbound,SmallBiz,Germany,2026-02-12 17:02:53,false,2026-04-01 06:30:00
HS-005623,gibsonrichard5623@example.com,Green LLC,marketingqualifiedlead,40,Partner,Strategic,Canada,2025-09-09 21:50:57,false,2026-04-01 06:30:00
HS-005624,carolineperry5624@example.com,"Shelton, Peters and Williams",lead,30,Outbound,Enterprise,Australia,2026-01-06 07:03:57,false,2026-04-01 06:30:00
HS-005625,denisetownsend5625@example.com,"Brown, Hurst and Blevins",marketingqualifiedlead,53,Event,MidMarket,United States,2026-03-02 20:12:43,false,2026-04-01 06:30:00
HS-005626,megan505626@example.com,Boyle-Smith,lead,6,Event,Small Business,Germany,2026-03-12 18:39:20,false,2026-04-01 06:30:00
HS-005627,elliszachary5627@example.com,Bryant and Sons,marketingqualifiedlead,88,Content Download,MidMarket,United States,2025-12-12 11:15:39,false,2026-04-01 06:30:00
HS-005628,stephanie275628@example.com,Bruce-Williamson,lead,11,Outbound,enterprise,United States,2026-01-12 08:56:00,false,2026-04-01 06:30:00
HS-005629,christopher685629@example.com,"Ramos, Nelson and Fischer",marketingqualifiedlead,55,Outbound,SmallBiz,Germany,2025-11-14 22:56:48,false,2026-04-01 06:30:00
HS-005630,hendersonbrittany5630@example.com,"Price, Long and Wilson",lead,18,Content Download,MM,United States,2025-09-29 04:39:20,false,2026-04-01 06:30:00
HS-005631,ballnicole5631@example.com,Kirby and Sons,lead,36,Event,SMB,Canada,2026-03-29 05:18:28,false,2026-04-01 06:30:00
HS-005632,kgarrison5632@example.com,"Taylor, Porter and Moreno",marketingqualifiedlead,84,inbound,SMB,Canada,2026-01-27 13:34:56,false,2026-04-01 06:30:00
HS-005633,isullivan5633@example.com,"Davis, Alexander and Mcintyre",lead,28,Partner,MM,Germany,2025-09-03 00:41:53,false,2026-04-01 06:30:00
HS-005634,grantalyssa5634@example.com,"Morgan, Bradshaw and Williams",marketingqualifiedlead,70,Content Download,SMB,Germany,2025-08-02 09:29:04,false,2026-04-01 06:30:00
HS-005635,allendavid5635@example.com,"Anderson, Jones and Reyes",lead,11,outbound,SmallBiz,Germany,2025-12-08 05:38:36,false,2026-04-01 06:30:00
HS-005636,reidlinda5636@example.com,Drake-Wolfe,lead,13,outbound,Strategic,Australia,2025-09-24 20:08:42,false,2026-04-01 06:30:00
HS-005637,qlee5637@example.com,"Osborn, Gaines and Davis",marketingqualifiedlead,76,Inbound,SmallBiz,United States,2025-09-02 12:29:50,false,2026-04-01 06:30:00
HS-005638,joseph595638@example.com,Short-Garcia,lead,7,Outbound,Mid Market,Australia,2026-01-12 21:01:01,false,2026-04-01 06:30:00
HS-005639,lmccoy5639@example.com,Harvey PLC,lead,29,Paid,Small Business,United States,2026-02-05 07:02:56,false,2026-04-01 06:30:00
HS-005640,matthew875640@example.com,Powell LLC,lead,30,Inbound,Small Business,United Kingdom,2025-10-02 20:55:24,false,2026-04-01 06:30:00
HS-005641,milleralex5641@example.com,Smith-Bell,marketingqualifiedlead,85,inbound,SMB,Australia,2025-10-02 13:28:48,false,2026-04-01 06:30:00
HS-005642,lisa245642@example.com,Harris-Walters,marketingqualifiedlead,61,inbound,SmallBiz,Australia,2025-09-12 17:40:56,false,2026-04-01 06:30:00
HS-005643,dianebrooks5643@example.com,Lam LLC,lead,22,Paid Ads,MidMarket,United Kingdom,2026-02-21 09:09:29,false,2026-04-01 06:30:00
HS-005644,lcarlson5644@example.com,"Stuart, Brooks and Vance",marketingqualifiedlead,89,outbound,Mid Market,Australia,2025-12-28 15:07:13,false,2026-04-01 06:30:00
HS-005645,mcmillaneric5645@example.com,Simon Ltd,lead,37,Channel,SmallBiz,United States,2025-11-27 12:57:31,false,2026-04-01 06:30:00
HS-005646,stephenwright5646@example.com,Aguirre LLC,marketingqualifiedlead,90,Trade Show,Small Business,Canada,2025-08-20 16:20:47,false,2026-04-01 06:30:00
HS-005647,andreaadams5647@example.com,Moore-Collins,marketingqualifiedlead,63,Outbound,SmallBiz,Australia,2026-03-12 05:40:19,false,2026-04-01 06:30:00
HS-005648,tsullivan5648@example.com,Jones PLC,lead,19,Content,Mid Market,Canada,2025-11-05 07:57:03,false,2026-04-01 06:30:00
HS-005649,wrightnicholas5649@example.com,Jones Inc,marketingqualifiedlead,86,Event,Small Business,Australia,2025-09-06 17:28:19,false,2026-04-01 06:30:00
HS-005650,wsmith5650@example.com,Smith LLC,lead,7,outbound,MidMarket,Australia,2025-11-06 14:04:44,false,2026-04-01 06:30:00
HS-005651,john525651@example.com,Stanley PLC,marketingqualifiedlead,81,IB,SmallBiz,Canada,2026-01-19 22:42:56,false,2026-04-01 06:30:00
HS-005652,bobby535652@example.com,Diaz-Frederick,marketingqualifiedlead,58,inbound,MidMarket,Australia,2025-12-01 10:01:06,false,2026-04-01 06:30:00
HS-005653,wscott5653@example.com,Price LLC,marketingqualifiedlead,66,Content Download,smb,United States,2025-10-15 17:41:12,false,2026-04-01 06:30:00
HS-005654,graveslisa5654@example.com,Lopez-Willis,lead,6,Cold Outreach,SmallBiz,Australia,2026-03-01 03:47:25,false,2026-04-01 06:30:00
HS-005655,kimberly405655@example.com,"Conner, Li and Santiago",marketingqualifiedlead,72,Content Download,smb,Australia,2025-11-12 14:21:00,false,2026-04-01 06:30:00
HS-005656,morganwilcox5656@example.com,Blevins-Ballard,marketingqualifiedlead,64,Cold Outreach,Mid-Market,Canada,2026-03-08 12:46:19,false,2026-04-01 06:30:00
HS-005657,mary885657@example.com,Hayes Ltd,marketingqualifiedlead,72,Outbound,smb,United States,2025-12-18 11:29:31,false,2026-04-01 06:30:00
HS-005658,davidsawyer5658@example.com,Walsh LLC,marketingqualifiedlead,76,outbound,SmallBiz,Canada,2026-01-08 22:27:18,false,2026-04-01 06:30:00
HS-005659,pbolton5659@example.com,Thompson-Harrell,marketingqualifiedlead,81,Referral,smb,Germany,2026-01-06 06:21:36,false,2026-04-01 06:30:00
HS-005660,joshua665660@example.com,Collier-Gillespie,marketingqualifiedlead,50,Cold Outreach,Enterprise,Australia,2025-08-27 17:31:15,false,2026-04-01 06:30:00
